업체명,지역,업종,전화번호,주소,담당자,메모,영업단계,등록일
대성３급부분정비공업사,충청남도 서천군,공구점,,충청남도 서천군 장항읍 신창서로 70,,S20301 / 장항읍,미방문,
천호철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 쌍용대로 176,,G21001 / 봉명동,미방문,
서전공업사,충청남도 서천군,공구점,,충청남도 서천군 장항읍 장서로 140,,S20301 / 장항읍,미방문,
신용건재약업사,충청남도 금산군,건자재점,,충청남도 금산군 금산읍 인삼약초로 45,,G22199 / 금산읍,미방문,
삼성공업사,충청남도 서산시,공구점,,충청남도 서산시 소탐1로 37,,S20301 / 수석동,미방문,
현대카공업사,충청남도 당진시,공구점,,충청남도 당진시 송악읍 송악로 765,,S20301 / 송악읍,미방문,
동양카공업사,충청남도 서천군,공구점,,충청남도 서천군 종천면 석촌길 5,,S20301 / 종천면,미방문,
대경건설철물,충청남도 아산시,철물점,,충청남도 아산시 음봉면 산동로 8,,G21001 / 음봉면,미방문,
항구낚시철물,충청남도 태안군,철물점,,충청남도 태안군 소원면 모항항길 122-29,,G21306 / 소원면,미방문,
영성철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 영성로 21,,G21001 / 중앙동,미방문,
금남공업사,충청남도 공주시,공구점,,충청남도 공주시 금흥안터길 21,,S20699 / 월송동,미방문,
형제카공업사,충청남도 당진시,공구점,,충청남도 당진시 송악읍 송악로 52,,S20301 / 송악읍,미방문,
순성건재,충청남도 당진시,건자재점,,충청남도 당진시 순성면 순성로 516,,G21001 / 순성면,미방문,
제일철물건재,충청남도 당진시,건자재점,,충청남도 당진시 당진중앙3로 42,,G21001 / 당진1동,미방문,
종합건재상사,충청남도 당진시,건자재점,,충청남도 당진시 역천로 881-92,,G21001 / 당진2동,미방문,
홍성철물,충청남도 홍성군,철물점,,충청남도 홍성군 갈산면 갈산로 116-1,,G21001 / 갈산면,미방문,
금남철물건재,충청남도 서산시,건자재점,,충청남도 서산시 대산읍 충의로 2563,,G21001 / 대산읍,미방문,
현대공업사,충청남도 서산시,공구점,,충청남도 서산시 해미면 남문4로 17-1,,S20301 / 해미면,미방문,
신일철물공구,충청남도 아산시,철물점,,충청남도 아산시 청운로84번길 20,,G21001 / 온양1동,미방문,
영성마트철물,충청남도 당진시,철물점,,충청남도 당진시 면천면 면천로 625,,G21001 / 면천면,미방문,
현대철물,충청남도 서산시,철물점,,충청남도 서산시 고북면 고북1로 265,,G21001 / 고북면,미방문,
대성철물,충청남도 금산군,철물점,,충청남도 금산군 금산읍 인삼로 103-5,,G21001 / 금산읍,미방문,
우강공업사,충청남도 천안시 서북구,공구점,,충청남도 천안시 서북구 직산읍 신갈1길 71-9,,S20301 / 직산읍,미방문,
농후건재약업사,충청남도 금산군,건자재점,,충청남도 금산군 금산읍 인삼약초로 40,,G22199 / 금산읍,미방문,
제일철물,충청남도 보령시,철물점,,충청남도 보령시 웅천읍 장터중앙길 147,,G21001 / 웅천읍,미방문,
강경철물점,충청남도 논산시,철물점,,충청남도 논산시 강경읍 금백로 124,,G21001 / 강경읍,미방문,
직산동신철물공구,충청남도 천안시 서북구,철물점,,충청남도 천안시 서북구 직산읍 부송로 322,,G21001 / 직산읍,미방문,
규암철물,충청남도 부여군,철물점,,충청남도 부여군 규암면 수북로 18,,G21001 / 규암면,미방문,
동진철물건재,충청남도 논산시,건자재점,,충청남도 논산시 광석면 논산평야로 932,,G21001 / 광석면,미방문,
판교카공업사,충청남도 서천군,공구점,,충청남도 서천군 판교면 대백제로 1884-2,,S20301 / 판교면,미방문,
동진종합철물건재,충청남도 논산시,건자재점,,충청남도 논산시 계백로 1195,,G21001 / 취암동,미방문,
광신철물인지점,충청남도 서산시,철물점,,충청남도 서산시 인지면 무학로 1695,,G21001 / 인지면,미방문,
대림철물,충청남도 보령시,철물점,,충청남도 보령시 보령남로 61,,G21001 / 대천4동,미방문,
에스에이치공업사,충청남도 천안시 동남구,공구점,,충청남도 천안시 동남구 광덕면 차령고개로 786,,N10901 / 광덕면,미방문,
영구당건재약업사,충청남도 금산군,건자재점,,충청남도 금산군 금산읍 인삼약초로 22,,G22199 / 금산읍,미방문,
중앙철물,충청남도 아산시,철물점,,충청남도 아산시 아산로 19,,G21001 / 온양1동,미방문,
일진기계공업사,충청남도 부여군,공구점,,충청남도 부여군 부여읍 흑천로12번길 16,,S20301 / 부여읍,미방문,
신광철물점,충청남도 당진시,철물점,,충청남도 당진시 정미면 정미로 702,,G21001 / 정미면,미방문,
수원철물.건재.설비,충청남도 논산시,건자재점,,충청남도 논산시 강경읍 옥녀봉로19번길 30-8,,G21001 / 강경읍,미방문,
삼성철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 중앙로 256,,G21001 / 신안동,미방문,
명신철물건재,충청남도 태안군,건자재점,,충청남도 태안군 안면읍 장터로 61,,G21001 / 안면읍,미방문,
동신철물,충청남도 천안시 서북구,철물점,,충청남도 천안시 서북구 성환읍 성환1로 153,,G21001 / 성환읍,미방문,
홍익종합배관철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 서부대로 554,,G21001 / 봉명동,미방문,
진흥철물건재상사,충청남도 보령시,건자재점,,충청남도 보령시 보령남로 49-3,,G21001 / 대천4동,미방문,
산수농기구쎈타,충청남도 홍성군,농자재점,,충청남도 홍성군 홍북읍 금북로 376,,S20699 / 홍북읍,미방문,
동원기계공구,충청남도 논산시,공구점,,충청남도 논산시 연무읍 안심로 150-4,,G21001 / 연무읍,미방문,
공단철물,충청남도 천안시 서북구,철물점,,충청남도 천안시 서북구 직산읍 직산로 208,,G21001 / 직산읍,미방문,
형제철물,충청남도 예산군,철물점,,충청남도 예산군 예산읍 예산로 48,,G21001 / 예산읍,미방문,
명일건축철물,충청남도 천안시 서북구,철물점,,충청남도 천안시 서북구 선영5길 2,,G21001 / 성정1동,미방문,
동광부분정비공업사,충청남도 예산군,공구점,,충청남도 예산군 예산읍 충서로 1258,,S20301 / 예산읍,미방문,
대성철물,충청남도 천안시 서북구,철물점,,충청남도 천안시 서북구 신당새터1길 73-4,,G21001 / 부성1동,미방문,
고정농기구센타,충청남도 보령시,농자재점,,충청남도 보령시 주교면 감적골길 65,,S20601 / 주교면,미방문,
신현농자재,충청남도 논산시,농자재점,,충청남도 논산시 양촌면 바랑산길 39-10,,G21001 / 양촌면,미방문,
가야농자재,충청남도 논산시,농자재점,,충청남도 논산시 가야곡면 덕은로 189,,G22199 / 가야곡면,미방문,
한신철물공구,충청남도 서산시,철물점,,충청남도 서산시 대산읍 명지1로 33,,G21001 / 대산읍,미방문,
온양철물,충청남도 당진시,철물점,,충청남도 당진시 당진시장서길 27,,G20803 / 당진1동,미방문,
태양철물건재상사,충청남도 논산시,건자재점,,충청남도 논산시 계백로 1081,,G21001 / 취암동,미방문,
형제철물점,충청남도 보령시,철물점,,충청남도 보령시 오천면 충청수영로 835-10,,G21001 / 오천면,미방문,
충남철물,충청남도 부여군,철물점,,충청남도 부여군 부여읍 성왕로 140,,G21001 / 부여읍,미방문,
천북농협영농자재판매장,충청남도 보령시,농자재점,,충청남도 보령시 천북면 천광로 557,,G21401 / 천북면,미방문,
아산철물공작소,충청남도 아산시,철물점,,충청남도 아산시 영인면 아산리길6번길 5,,G21001 / 영인면,미방문,
인주공업사,충청남도 아산시,공구점,,충청남도 아산시 인주면 아산만로 1420,,S20301 / 인주면,미방문,
대웅건재약업사,충청남도 금산군,건자재점,,충청남도 금산군 금산읍 인삼약초로 22,,G22199 / 금산읍,미방문,
진성공업사,충청남도 서천군,공구점,,충청남도 서천군 서면 서인로 703,,S20699 / 서면,미방문,
서해철물,충청남도 당진시,철물점,,충청남도 당진시 석문면 대호만로 1760,,G21001 / 석문면,미방문,
두성골재철물,충청남도 홍성군,철물점,,충청남도 홍성군 갈산면 백야로546번길 85,,G21001 / 갈산면,미방문,
동백선구철물,충청남도 서천군,철물점,,충청남도 서천군 서면 서인로 508,,G21001 / 서면,미방문,
홍산철물,충청남도 아산시,철물점,,충청남도 아산시 아산로 15,,G21001 / 온양1동,미방문,
서산현대LPG공업사,충청남도 서산시,공구점,,충청남도 서산시 수석순환로 5,,S20301 / 수석동,미방문,
오성철물공구,충청남도 천안시 서북구,철물점,,충청남도 천안시 서북구 한들1로 91,,G21001 / 백석동,미방문,
경동철물,충청남도 보령시,철물점,,충청남도 보령시 중앙로 148,,G21001 / 대천2동,미방문,
동백철물,충청남도 서천군,철물점,,충청남도 서천군 서면 서인로 508,,G21001 / 서면,미방문,
만물철물,충청남도 태안군,철물점,,충청남도 태안군 태안읍 시장2길 38-8,,G21001 / 태안읍,미방문,
건설철물건재목재,충청남도 천안시 서북구,건자재점,,충청남도 천안시 서북구 성환읍 천안대로 2178,,G21001 / 성환읍,미방문,
경희철물,충청남도 논산시,철물점,,충청남도 논산시 계백로 956,,G21001 / 부창동,미방문,
계룡건재약업사,충청남도 금산군,건자재점,,충청남도 금산군 금산읍 인삼약초로 33,,G22199 / 금산읍,미방문,
벌곡건재,충청남도 논산시,건자재점,,충청남도 논산시 벌곡면 대둔로 833,,G21099 / 벌곡면,미방문,
팔삼공업사,충청남도 서천군,공구점,,충청남도 서천군 장항읍 장마로62번길 9,,S20301 / 장항읍,미방문,
형제카공업사,충청남도 당진시,공구점,,충청남도 당진시 신평면 덕평로 1317,,S20301 / 신평면,미방문,
대흥철물공구,충청남도 아산시,철물점,,충청남도 아산시 둔포면 관대길39번길 16,,G21001 / 둔포면,미방문,
대명철물,충청남도 당진시,철물점,,충청남도 당진시 고대면 고대로 124,,G21001 / 고대면,미방문,
세창종합건재,충청남도 논산시,건자재점,,충청남도 논산시 연무읍 왕릉로 2,,G21003 / 연무읍,미방문,
다됨철물설비,충청남도 천안시 서북구,철물점,,충청남도 천안시 서북구 쌍용대로 289-11,,G21001 / 성정2동,미방문,
성창상회;성창철물,충청남도 홍성군,철물점,,충청남도 홍성군 홍성읍 조양로119번길 15,,G21001 / 홍성읍,미방문,
남부철물,충청남도 아산시,철물점,,충청남도 아산시 시민로 332,,G21001 / 온양2동,미방문,
구룡공업사자전차,충청남도 부여군,공구점,,충청남도 부여군 구룡면 흥수로 164,,S20699 / 구룡면,미방문,
한일종합건재,충청남도 보령시,건자재점,,충청남도 보령시 중앙로 8,,G21001 / 대천3동,미방문,
현대공업사,충청남도 예산군,공구점,,충청남도 예산군 신양면 신양1길 31-21,,S20699 / 신양면,미방문,
현진공구상사,충청남도 보령시,공구점,,충청남도 보령시 신설1길 47,,G21001 / 대천3동,미방문,
현대철물공구안전,충청남도 보령시,철물점,,충청남도 보령시 웅천읍 장터중앙길 156,,G21001 / 웅천읍,미방문,
유한철물.전기,충청남도 홍성군,철물점,,충청남도 홍성군 홍성읍 도청대로 27,,G21001 / 홍성읍,미방문,
수신공단철물건재,충청남도 천안시 동남구,건자재점,,충청남도 천안시 동남구 수신면 5산단로 68,,G21001 / 수신면,미방문,
순성철물,충청남도 당진시,철물점,,충청남도 당진시 순성면 순성로 516,,G21001 / 순성면,미방문,
정풍공업사,충청남도 천안시 동남구,공구점,,충청남도 천안시 동남구 광덕면 신흥리1길 168,,S20301 / 광덕면,미방문,
벌곡문구철물,충청남도 논산시,철물점,,충청남도 논산시 벌곡면 대둔로813번길 4,,G21302 / 벌곡면,미방문,
천일카공업사,충청남도 서천군,공구점,,충청남도 서천군 판교면 대백제로 2046,,S20301 / 판교면,미방문,
삼흥공업사카,충청남도 공주시,공구점,,충청남도 공주시 소학동길 87,,S20301 / 옥룡동,미방문,
수정공업사,충청남도 천안시 동남구,공구점,,충청남도 천안시 동남구 동면 충절로 2171,,S20301 / 동면,미방문,
현대전기조명철물,충청남도 서천군,건자재점,,충청남도 서천군 장항읍 장항로139번길 8,,G21001 / 장항읍,미방문,
일성철물,충청남도 아산시,철물점,,충청남도 아산시 도고면 도고면로 79,,G21001 / 도고면,미방문,
대흥철물,충청남도 아산시,철물점,,충청남도 아산시 온양역길 28-2,,G21001 / 온양2동,미방문,
한일철물점,충청남도 아산시,철물점,,충청남도 아산시 청운로 70,,G21001 / 온양2동,미방문,
형제종합건재,충청남도 천안시 서북구,건자재점,,충청남도 천안시 서북구 불당11로 7,,G21001 / 불당1동,미방문,
가야공구철물,충청남도 서산시,철물점,,충청남도 서산시 석지2길 5,,G21001 / 석남동,미방문,
영진철물,충청남도 보령시,철물점,,충청남도 보령시 성주면 화장골길 70,,G21001 / 성주면,미방문,
시민건재약업사,충청남도 아산시,건자재점,,충청남도 아산시 온양역길 124,,G20508 / 온양2동,미방문,
모아안전건재,충청남도 아산시,건자재점,,충청남도 아산시 도고면 온천대로 10,,G21001 / 도고면,미방문,
현대카공업사,충청남도 당진시,공구점,,충청남도 당진시 송악읍 정곡로 632,,S20301 / 송악읍,미방문,
대광건재약업사,충청남도 금산군,건자재점,,충청남도 금산군 금산읍 인삼약초로 24,,G22199 / 금산읍,미방문,
하나철물,충청남도 아산시,철물점,,충청남도 아산시 영인면 영인로 53,,G21001 / 영인면,미방문,
대우종합건재,충청남도 청양군,건자재점,,충청남도 청양군 청양읍 중앙로 194,,G21099 / 청양읍,미방문,
길형건재약업사,충청남도 금산군,건자재점,,충청남도 금산군 금산읍 비단로 144,,G22199 / 금산읍,미방문,
고덕철물,충청남도 예산군,철물점,,충청남도 예산군 고덕면 용고길 338-9,,G21001 / 고덕면,미방문,
국제열쇠철물,충청남도 아산시,철물점,,충청남도 아산시 배방읍 모산로 81,,G21001 / 배방읍,미방문,
흥농철물,충청남도 예산군,철물점,,충청남도 예산군 덕산면 봉운로 45-1,,G21001 / 덕산면,미방문,
건흥철물공구,충청남도 서천군,철물점,,충청남도 서천군 서천읍 서문로 60-1,,G21001 / 서천읍,미방문,
베스트공업사,충청남도 천안시 서북구,공구점,,충청남도 천안시 서북구 성거읍 망향로 824,,S20301 / 성거읍,미방문,
물탕철물건재,충청남도 아산시,건자재점,,충청남도 아산시 도고면 기곡로84번길 21-1,,G21001 / 도고면,미방문,
명진농자재,충청남도 금산군,농자재점,,충청남도 금산군 추부면 서대산로 214,,G21001 / 추부면,미방문,
가나전기열쇠철물,충청남도 천안시 서북구,철물점,,충청남도 천안시 서북구 봉정로 248-5,,G21201 / 성정2동,미방문,
대림건재약업사,충청남도 금산군,건자재점,,충청남도 금산군 금산읍 인삼약초로 28,,G22199 / 금산읍,미방문,
대양철물,충청남도 보령시,철물점,,충청남도 보령시 대흥로 82-3,,G21001 / 대천2동,미방문,
칠성건재약업사,충청남도 금산군,건자재점,,충청남도 금산군 금산읍 비단로 144,,G22199 / 금산읍,미방문,
서해공업사,충청남도 당진시,공구점,,충청남도 당진시 신평면 진살미길 91,,S20301 / 신평면,미방문,
금강철물건재,충청남도 당진시,건자재점,,충청남도 당진시 고대면 고대로 5-1,,G21001 / 고대면,미방문,
서령철물건재,충청남도 서산시,건자재점,,충청남도 서산시 시장1로 6,,G21001 / 동문2동,미방문,
옹암공업사,충청남도 홍성군,공구점,,충청남도 홍성군 광천읍 광천로 208,,S20301 / 광천읍,미방문,
현대공업사,충청남도 부여군,공구점,,충청남도 부여군 규암면 흥수로 858-9,,S20301 / 규암면,미방문,
우성철물,충청남도 공주시,철물점,,충청남도 공주시 우성면 동대리길 89,,G21001 / 우성면,미방문,
우리장식철물,충청남도 공주시,철물점,,충청남도 공주시 전막1길 16-5,,G21001 / 신관동,미방문,
효성건재,충청남도 부여군,건자재점,,충청남도 부여군 규암면 수북로 42,,G22199 / 규암면,미방문,
용일종합건재,충청남도 예산군,건자재점,,충청남도 예산군 광시면 예당로 194,,G21001 / 광시면,미방문,
광명철물,충청남도 당진시,철물점,,충청남도 당진시 송산면 송산로 500,,G21001 / 송산면,미방문,
대산철물공구,충청남도 서산시,철물점,,충청남도 서산시 대산읍 충의로 1921,,G21001 / 대산읍,미방문,
서울철물,충청남도 부여군,철물점,,충청남도 부여군 부여읍 성왕로 357-4,,G21001 / 부여읍,미방문,
동일철물,충청남도 아산시,철물점,,충청남도 아산시 배방읍 갈산교로 72-6,,G21001 / 배방읍,미방문,
당진철물건재상사,충청남도 당진시,건자재점,,충청남도 당진시 서부로 85-8,,G21001 / 당진2동,미방문,
한진종합건재,충청남도 당진시,건자재점,,충청남도 당진시 고대면 고대로 220-14,,G21001 / 고대면,미방문,
백두모터스·종합중기공업사,충청남도 아산시,공구점,,충청남도 아산시 영인면 영인로 142,,S20301 / 영인면,미방문,
대일철물설비,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 원성9길 1,,G21001 / 원성1동,미방문,
성원철물점,충청남도 금산군,철물점,,충청남도 금산군 금산읍 인삼로 139,,G21001 / 금산읍,미방문,
붕붕카부분정비공업사,충청남도 홍성군,공구점,,충청남도 홍성군 갈산면 갈산로 142,,S20301 / 갈산면,미방문,
서진공구철물,충청남도 아산시,철물점,,충청남도 아산시 선장면 서부남로 103,,G21001 / 선장면,미방문,
한일종합건재상사,충청남도 당진시,건자재점,,충청남도 당진시 송산로 92,,G21001 / 당진3동,미방문,
청성철물,충청남도 청양군,철물점,,충청남도 청양군 청양읍 중앙로 107,,G21001 / 청양읍,미방문,
남기공업사,충청남도 당진시,공구점,,충청남도 당진시 정미면 상구실로 2,,S20301 / 정미면,미방문,
1급안전공업사,충청남도 논산시,공구점,,충청남도 논산시 연산면 청동로 137,,S20301 / 연산면,미방문,
우남농자재,충청남도 논산시,농자재점,,충청남도 논산시 양촌면 황산벌로 1319,,G21001 / 양촌면,미방문,
공주철물,충청남도 공주시,철물점,,충청남도 공주시 금성길 8,,G21001 / 웅진동,미방문,
판교철물，건재,충청남도 서천군,건자재점,,충청남도 서천군 판교면 종판로887번길 65,,G21001 / 판교면,미방문,
스마트종합건재,충청남도 서산시,건자재점,,충청남도 서산시 서해로 3431,,G21001 / 수석동,미방문,
광신건재,충청남도 서산시,건자재점,,충청남도 서산시 양유정3로 2,,G21099 / 부춘동,미방문,
삼우공업사,충청남도 당진시,공구점,,충청남도 당진시 원당로 15,,S20301 / 당진3동,미방문,
부흥종합건재,충청남도 아산시,건자재점,,충청남도 아산시 음봉면 산동로 192-4,,G21001 / 음봉면,미방문,
충남공업사,충청남도 공주시,공구점,,충청남도 공주시 무령로 427,,S20301 / 신관동,미방문,
성남철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 성남면 신사대화로 117,,G21001 / 성남면,미방문,
행정공구철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 광덕면 행정길 18,,G21001 / 광덕면,미방문,
형제농자재마트,충청남도 서천군,농자재점,,충청남도 서천군 서천읍 충절로59번길 11-11,,G22199 / 서천읍,미방문,
서울공업사,충청남도 공주시,공구점,,충청남도 공주시 전막1길 16-9,,S20301 / 신관동,미방문,
영일종합건재,충청남도 논산시,건자재점,,충청남도 논산시 강변로308번길 12,,G21099 / 부창동,미방문,
장동철물공구마트,충청남도 서산시,철물점,,충청남도 서산시 장동3길 5-33,,G21001 / 석남동,미방문,
상록종합건재,충청남도 당진시,건자재점,,충청남도 당진시 송악읍 월곡로 1,,G21001 / 송악읍,미방문,
세도농자재,충청남도 부여군,농자재점,,충청남도 부여군 세도면 세도중앙로 17,,G21001 / 세도면,미방문,
가송철물점,충청남도 홍성군,철물점,,충청남도 홍성군 광천읍 광천로315번길 5,,G21001 / 광천읍,미방문,
홍산정비공업사,충청남도 부여군,공구점,,충청남도 부여군 홍산면 홍산로 65,,S20301 / 홍산면,미방문,
제일공구철물상사,충청남도 태안군,철물점,,충청남도 태안군 태안읍 능샘1길 49,,G21001 / 태안읍,미방문,
O.K공구마트,충청남도 서산시,공구점,,충청남도 서산시 문화로 8,,G21001 / 부춘동,미방문,
광덕농자재,충청남도 천안시 동남구,농자재점,,충청남도 천안시 동남구 광덕면 신덕리1길 62,,G20909 / 광덕면,미방문,
남현건재약업사,충청남도 금산군,건자재점,,충청남도 금산군 금산읍 인삼약초로 25,,G22199 / 금산읍,미방문,
현대철물건재,충청남도 논산시,건자재점,,충청남도 논산시 연산면 연산4길 54,,G21099 / 연산면,미방문,
삼팔철물건재,충청남도 천안시 동남구,건자재점,,충청남도 천안시 동남구 목천읍 충절로 700,,G21001 / 목천읍,미방문,
시장철물건재,충청남도 천안시 서북구,건자재점,,충청남도 천안시 서북구 성환읍 성환12길 13-9,,G21001 / 성환읍,미방문,
부여건재약업사지금여기cafe&meal,충청남도 부여군,건자재점,,충청남도 부여군 부여읍 부장대로 25,,G22199 / 부여읍,미방문,
서신철물,충청남도 예산군,철물점,,충청남도 예산군 고덕면 고덕중앙로 81-1,,G21001 / 고덕면,미방문,
아크로공업사,충청남도 서산시,공구점,,충청남도 서산시 해미면 한티로 24,,S20301 / 해미면,미방문,
중앙철물설비,충청남도 예산군,철물점,,충청남도 예산군 예산읍 역전로 113,,G21001 / 예산읍,미방문,
경동철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 대흥로 193,,G21001 / 중앙동,미방문,
고려철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 충절로 129-1,,G21001 / 원성1동,미방문,
동방철물건재,충청남도 논산시,건자재점,,충청남도 논산시 연무읍 연무로 150,,G21001 / 연무읍,미방문,
하나건재,충청남도 서산시,건자재점,,충청남도 서산시 여전중앙길 13-2,,G21099 / 석남동,미방문,
덕흥철물,충청남도 태안군,철물점,,충청남도 태안군 안면읍 장터로 129,,G21001 / 안면읍,미방문,
선운부분정비공업사,충청남도 당진시,공구점,,충청남도 당진시 석문면 대호만로 2304,,S20301 / 석문면,미방문,
제일건재공구,충청남도 예산군,공구점,,충청남도 예산군 예산읍 벚꽃로 204,,G21001 / 예산읍,미방문,
보령중기공업사,충청남도 보령시,공구점,,충청남도 보령시 원뚝길 135,,S20301 / 대천2동,미방문,
대천선구철물,충청남도 보령시,철물점,,충청남도 보령시 대천항4길 42,,G21001 / 대천5동,미방문,
현대공구철물,충청남도 서천군,철물점,,충청남도 서천군 장항읍 장서로 68,,G21001 / 장항읍,미방문,
논산건재,충청남도 논산시,건자재점,,충청남도 논산시 계백로 712-32,,G21003 / 부창동,미방문,
미돌철물,충청남도 공주시,철물점,,충청남도 공주시 무령로 239,,I20105 / 웅진동,미방문,
신계철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 목천읍 충절로 804,,G21001 / 목천읍,미방문,
금정철물건재,충청남도 계룡시,건자재점,,충청남도 계룡시 엄사면 번영로 10,,G21001 / 엄사면,미방문,
대경안전철물,충청남도 보령시,철물점,,충청남도 보령시 명해로 83,,G22199 / 대천5동,미방문,
정산철물건재,충청남도 청양군,건자재점,,충청남도 청양군 정산면 효자길 27,,G21001 / 정산면,미방문,
승진철물건재공구상사,충청남도 부여군,건자재점,,충청남도 부여군 규암면 흥수로529번길 4,,G21001 / 규암면,미방문,
삼영건재,충청남도 홍성군,건자재점,,충청남도 홍성군 광천읍 광천로 257,,G21001 / 광천읍,미방문,
성신공업사,충청남도 예산군,공구점,,충청남도 예산군 예산읍 충서로 940,,G21001 / 예산읍,미방문,
현대철물건재,충청남도 금산군,건자재점,,충청남도 금산군 금산읍 비단로 180,,G21001 / 금산읍,미방문,
한일철물,충청남도 서산시,철물점,,충청남도 서산시 시장1로 6,,G21001 / 동문2동,미방문,
화성철물상회,충청남도 서산시,철물점,,충청남도 서산시 음암면 도당큰말길 6,,G21001 / 음암면,미방문,
대성철물,충청남도 서산시,철물점,,충청남도 서산시 시장1로 6,,G21001 / 동문2동,미방문,
연무천막농자재,충청남도 논산시,농자재점,,충청남도 논산시 연무읍 안심로 66,,G21001 / 연무읍,미방문,
태성농자재,충청남도 천안시 동남구,농자재점,,충청남도 천안시 동남구 풍세면 풍세로 471,,G22199 / 풍세면,미방문,
대형정비공업사,충청남도 아산시,공구점,,충청남도 아산시 인주면 공세길 111-21,,S20301 / 인주면,미방문,
금성공구상사,충청남도 금산군,공구점,,충청남도 금산군 제원면 금강로 109,,G21001 / 제원면,미방문,
대산철물건재,충청남도 논산시,건자재점,,충청남도 논산시 관촉로277번길 23-7,,G21001 / 취암동,미방문,
대한철강철물상사,충청남도 공주시,철물점,,충청남도 공주시 유구읍 중앙2길 80-8,,G21001 / 유구읍,미방문,
제일기계공구,충청남도 논산시,공구점,,충청남도 논산시 강경읍 강경로 22,,G21001 / 강경읍,미방문,
덕수철물점,충청남도 예산군,철물점,,충청남도 예산군 예산읍 창말로 46,,G21001 / 예산읍,미방문,
천안종합농기구,충청남도 천안시 동남구,농자재점,,충청남도 천안시 동남구 성남면 신사운전길 7,,G21001 / 성남면,미방문,
육교철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 충절로 55,,G21001 / 신안동,미방문,
금성철물점,충청남도 홍성군,철물점,,충청남도 홍성군 광천읍 광천로309번길 8-5,,G21001 / 광천읍,미방문,
쌍용건축철물,충청남도 천안시 서북구,철물점,,충청남도 천안시 서북구 쌍용7길 28,,G21001 / 쌍용3동,미방문,
목양정비공업사,충청남도 천안시 동남구,공구점,,충청남도 천안시 동남구 청당산업길 33,,S20301 / 청룡동,미방문,
해성공구철물,충청남도 서산시,철물점,,충청남도 서산시 성연면 일호리1길 2-12,,G21003 / 성연면,미방문,
부광카공업사,충청남도 당진시,공구점,,충청남도 당진시 송산면 틀모시로 1131,,S20301 / 송산면,미방문,
영공업사,충청남도 공주시,공구점,,충청남도 공주시 우금티로 724-1,,S20301 / 옥룡동,미방문,
덕수철물목재,충청남도 보령시,철물점,,충청남도 보령시 천북면 홍보로 471,,G21001 / 천북면,미방문,
신용카부분정비공업사,충청남도 서산시,공구점,,충청남도 서산시 고운로 310,,S20301 / 동문1동,미방문,
중앙공구상사,충청남도 서산시,공구점,,충청남도 서산시 고운로 96,,G21001 / 부춘동,미방문,
금성건재한약,충청남도 공주시,건자재점,,충청남도 공주시 웅진로 217-2,,G22199 / 웅진동,미방문,
JS카공업사,충청남도 당진시,공구점,,충청남도 당진시 송악읍 송악로 69-2,,S20301 / 송악읍,미방문,
현대냉동공업사,충청남도 당진시,공구점,,충청남도 당진시 당진시장길 5,,S20501 / 당진2동,미방문,
스마트공업사,충청남도 당진시,공구점,,충청남도 당진시 송악읍 반촌로 179,,S20301 / 송악읍,미방문,
미래공업사,충청남도 아산시,공구점,,충청남도 아산시 인주면 서해로 492,,S20301 / 인주면,미방문,
한강철물,충청남도 천안시 동남구,철물점,,충청남도 천안시 동남구 중앙로 49,,G21001 / 중앙동,미방문,
송학철물건재,충청남도 청양군,건자재점,,충청남도 청양군 정산면 정현길 54,,G21001 / 정산면,미방문,
오성건재,충청남도 아산시,건자재점,,충청남도 아산시 인주면 현대로 1296-1,,G21001 / 인주면,미방문,
다온농자재,충청남도 논산시,농자재점,,충청남도 논산시 연무읍 연무로 14,,G21099 / 연무읍,미방문,
아름다운철물점신영금속,충청남도 아산시,철물점,,충청남도 아산시 온천대로 1716,,G21001 / 온양6동,미방문,
형도공업사,충청남도 부여군,공구점,,충청남도 부여군 석성면 석성북로151번길 36,,S20699 / 석성면,미방문,
양촌카공업사,충청남도 논산시,공구점,,충청남도 논산시 양촌면 황산벌로 476,,S20301 / 양촌면,미방문,
우리공구·철물,충청남도 금산군,철물점,,충청남도 금산군 금산읍 인삼로 113,,G21001 / 금산읍,미방문,
서해카공업사,충청남도 서천군,공구점,,충청남도 서천군 장항읍 장항로171번길 76,,S20301 / 장항읍,미방문,
하경철물,충청남도 태안군,철물점,,충청남도 태안군 태안읍 동백로 17,,G21001 / 태안읍,미방문,
대명전기철물,충청남도 보령시,철물점,,충청남도 보령시 머드로 57,,G21001 / 대천5동,미방문,
선우철물,충청남도 태안군,철물점,,충청남도 태안군 태안읍 시장2길 32-1,,G21001 / 태안읍,미방문,
