업체명,지역,업종,전화번호,주소,담당자,메모,영업단계,등록일
신진철물상회,경상북도 경주시,철물점,,경상북도 경주시 안강읍 안현로 1559,,G21001 / 안강읍,미방문,
한성친환경농자재,경상북도 안동시,농자재점,,경상북도 안동시 안기길 22,,G22199 / 안기동,미방문,
현대건재사,경상북도 김천시,건자재점,,경상북도 김천시 지례면 장터길 41,,G21099 / 지례면,미방문,
덕수전기공구철물,경상북도 영주시,철물점,,경상북도 영주시 구성로 223-3,,G21001 / 휴천3동,미방문,
혜원장식철물,경상북도 구미시,철물점,,경상북도 구미시 산업로 228,,G21101 / 원평동,미방문,
성진농기구,경상북도 경산시,농자재점,,경상북도 경산시 하양읍 청천길 20,,G21001 / 하양읍,미방문,
호암철물,경상북도 안동시,철물점,,경상북도 안동시 경동로 156-94,,G21001 / 송하동,미방문,
은성종합철물,경상북도 포항시 북구,철물점,,경상북도 포항시 북구 죽도로 11,,G21001 / 죽도동,미방문,
금성철물,경상북도 포항시 북구,철물점,,경상북도 포항시 북구 기계면 기계로 107,,G21001 / 기계면,미방문,
천일건재,경상북도 포항시 남구,건자재점,,경상북도 포항시 남구 송림로 30-1,,G21001 / 송도동,미방문,
보스카정비공업사,경상북도 경주시,공구점,,경상북도 경주시 소금강로61번길 3,,S20301 / 용강동,미방문,
대승철물,경상북도 영주시,철물점,,경상북도 영주시 원당로 222,,G21001 / 상망동,미방문,
경북종합건재,경상북도 영천시,건자재점,,경상북도 영천시 청산길 51,,G21001 / 중앙동,미방문,
김천중기공업사,경상북도 김천시,공구점,,경상북도 김천시 아포읍 동신길 3,,S20301 / 아포읍,미방문,
세원공구철물,경상북도 경주시,철물점,,경상북도 경주시 천북면 천북로 422,,G21001 / 천북면,미방문,
영신보링공업사,경상북도 문경시,공구점,,경상북도 문경시 남산로 143,,S20301 / 점촌2동,미방문,
성욱공업사,경상북도 문경시,공구점,,경상북도 문경시 신기3길 11,,S20301 / 점촌4동,미방문,
대한건재,경상북도 영주시,건자재점,,경상북도 영주시 서원로 63,,G21099 / 휴천1동,미방문,
우리철물,경상북도 의성군,철물점,,경상북도 의성군 금성면 탑운길 73,,G21001 / 금성면,미방문,
경도종합철물전기,경상북도 안동시,철물점,,경상북도 안동시 풍천면 기산구장길 11,,G21001 / 풍천면,미방문,
절삭공구마트,경상북도 경주시,공구점,,경상북도 경주시 외동읍 산업로 2060,,G21001 / 외동읍,미방문,
동천농자재,경상북도 문경시,농자재점,,경상북도 문경시 산양면 녹문길 183,,G21001 / 산양면,미방문,
윤동정미소;지사농기구,경상북도 성주군,농자재점,,경상북도 성주군 수륜면 수륜길 31,,S20699 / 수륜면,미방문,
도개공업사,경상북도 구미시,공구점,,경상북도 구미시 도개면 월림1길 4,,S20699 / 도개면,미방문,
화령건재,경상북도 상주시,건자재점,,경상북도 상주시 화서면 화령남6길 12,,G21099 / 화서면,미방문,
대일철물상회,경상북도 구미시,철물점,,경상북도 구미시 수출대로31길 61-1,,G21001 / 인동동,미방문,
국제철물,경상북도 구미시,철물점,,경상북도 구미시 금오산로5길 4,,G21001 / 원평동,미방문,
도량종합철물,경상북도 구미시,철물점,,경상북도 구미시 문장로 54-7,,G21001 / 도량동,미방문,
한국기계공구종합상사,경상북도 경주시,공구점,,경상북도 경주시 안강읍 안강중앙로 202,,G21001 / 안강읍,미방문,
일도철물,경상북도 칠곡군,철물점,,경상북도 칠곡군 약목면 약목로 114,,G21001 / 약목면,미방문,
진흥철물,경상북도 영주시,철물점,,경상북도 영주시 단산면 옥대로 47,,G21001 / 단산면,미방문,
효자건재사,경상북도 포항시 남구,건자재점,,경상북도 포항시 남구 효자로118번길 30-1,,G21001 / 효곡동,미방문,
영진카공업사,경상북도 영양군,공구점,,경상북도 영양군 수비면 한티로 522,,S20699 / 수비면,미방문,
토토건축자재,경상북도 경산시,건자재점,,경상북도 경산시 원효로 9,,M10501 / 중앙동,미방문,
여기철물점,경상북도 경산시,철물점,,경상북도 경산시 압량읍 김유신로 22,,G21001 / 압량읍,미방문,
인성농자재,경상북도 성주군,농자재점,,경상북도 성주군 대가면 참별로 2384-15,,G22199 / 대가면,미방문,
신광농자재마트,경상북도 상주시,농자재점,,경상북도 상주시 풍물시장길 48,,G22199 / 남원동,미방문,
동신철물,경상북도 경주시,철물점,,경상북도 경주시 유림로13번길 143,,G21001 / 황성동,미방문,
대성카공업사,경상북도 봉화군,공구점,,경상북도 봉화군 소천면 소천로 1327,,S20301 / 소천면,미방문,
고려건재한약품,경상북도 경주시,건자재점,,경상북도 경주시 금성로 288-1,,G22199 / 성건동,미방문,
대영철물종합상사,경상북도 영주시,철물점,,경상북도 영주시 선비로 32-3,,G21001 / 휴천2동,미방문,
한반도철물,경상북도 구미시,철물점,,경상북도 구미시 지산19길 3,,G21001 / 지산동,미방문,
청도동신철물,경상북도 청도군,철물점,,경상북도 청도군 청도읍 중앙로 25-1,,G21001 / 청도읍,미방문,
고령농협영농자재센터,경상북도 고령군,농자재점,,경상북도 고령군 대가야읍 낫질로 48-1,,G22199 / 대가야읍,미방문,
모화공구철물,경상북도 경주시,철물점,,경상북도 경주시 외동읍 산업로 1885-14,,G21001 / 외동읍,미방문,
태왕공구철물,경상북도 안동시,철물점,,경상북도 안동시 마들5길 13,,G21001 / 용상동,미방문,
남부철물상회,경상북도 칠곡군,철물점,,경상북도 칠곡군 왜관읍 중앙로 176-1,,G21001 / 왜관읍,미방문,
한국농자재,경상북도 봉화군,농자재점,,경상북도 봉화군 명호면 도천길 23-1,,G22199 / 명호면,미방문,
대왕건재철물,경상북도 영양군,건자재점,,경상북도 영양군 영양읍 황용천길 36,,G21001 / 영양읍,미방문,
88건설기계공구,경상북도 포항시 북구,공구점,,경상북도 포항시 북구 흥해읍 동해대로 1494,,G21001 / 흥해읍,미방문,
대천철물,경상북도 구미시,철물점,,경상북도 구미시 인동가산로 339,,G21001 / 인동동,미방문,
대신전기철물,경상북도 경산시,철물점,,경상북도 경산시 압량읍 부적길 15,,G21201 / 압량읍,미방문,
강쌤철물점,경상북도 경산시,철물점,,경상북도 경산시 경산로13길 7-18,,G21001 / 서부1동,미방문,
국이기계공구수리,경상북도 의성군,공구점,,경상북도 의성군 안계면 안신로 3,,S20699 / 안계면,미방문,
금성철물상사,경상북도 구미시,철물점,,경상북도 구미시 문화로 50,,G21001 / 원평동,미방문,
대구철물종합상사,경상북도 칠곡군,철물점,,경상북도 칠곡군 지천면 신동로8길 14,,G21001 / 지천면,미방문,
세신공구마트,경상북도 안동시,공구점,,경상북도 안동시 제비원로 100,,G21001 / 서구동,미방문,
순흥철물농자재,경상북도 영양군,농자재점,,경상북도 영양군 영양읍 시장5길 11-4,,G21001 / 영양읍,미방문,
상경철물자재,경상북도 포항시 북구,철물점,,경상북도 포항시 북구 흥해읍 흥해로 14,,G21001 / 흥해읍,미방문,
초원농자재,경상북도 안동시,농자재점,,경상북도 안동시 앙실로 180,,G22199 / 강남동,미방문,
한일건재,경상북도 영천시,건자재점,,경상북도 영천시 신녕면 장수로 1672,,G21001 / 신녕면,미방문,
부석농업농기구센타,경상북도 영주시,농자재점,,경상북도 영주시 부석면 소백로 3749,,S20699 / 부석면,미방문,
문경신용농자재,경상북도 문경시,농자재점,,경상북도 문경시 중앙로 256-7,,G21001 / 점촌3동,미방문,
녹전철물,경상북도 안동시,철물점,,경상북도 안동시 녹전면 녹전로 711,,G21001 / 녹전면,미방문,
구일철물건재골재,경상북도 경산시,건자재점,,경상북도 경산시 대학로 21,,G21099 / 서부2동,미방문,
경안농자재,경상북도 안동시,농자재점,,경상북도 안동시 중앙시장2길 51,,G21002 / 서구동,미방문,
경일철물,경상북도 경주시,철물점,,경상북도 경주시 안강읍 구부랑길 40,,G21001 / 안강읍,미방문,
과수농자재,경상북도 영주시,농자재점,,경상북도 영주시 원당로315번길 41,,G21001 / 상망동,미방문,
은성설비철물,경상북도 포항시 남구,철물점,,경상북도 포항시 남구 오천읍 정몽주로 523-2,,G21001 / 오천읍,미방문,
용호철물,경상북도 김천시,철물점,,경상북도 김천시 용머리길 17-1,,G21001 / 자산동,미방문,
제일건재,경상북도 경주시,건자재점,,경상북도 경주시 감포읍 감포로 129-2,,G21099 / 감포읍,미방문,
대교공업사,경상북도 영덕군,공구점,,경상북도 영덕군 강구면 동해대로 4460,,S20301 / 강구면,미방문,
고개마루농자재,경상북도 영주시,농자재점,,경상북도 영주시 봉현면 소백로 1239,,G21001 / 봉현면,미방문,
협천철물,경상북도 포항시 남구,철물점,,경상북도 포항시 남구 운하로36번길 7,,G21001 / 송도동,미방문,
경제철물건재,경상북도 영덕군,건자재점,,경상북도 영덕군 남정면 진불길 50-1,,G21001 / 남정면,미방문,
경북철물,경상북도 포항시 북구,철물점,,경상북도 포항시 북구 신광면 토성길 27,,G21001 / 신광면,미방문,
만복농자재,경상북도 문경시,농자재점,,경상북도 문경시 주평2길 2,,G21001 / 점촌4동,미방문,
현대철물,경상북도 봉화군,철물점,,경상북도 봉화군 춘양면 의양로 119,,G21001 / 춘양면,미방문,
도곡공업사,경상북도 영덕군,공구점,,경상북도 영덕군 축산면 영덕로 1434-1,,S20699 / 축산면,미방문,
성일공업사,경상북도 김천시,공구점,,경상북도 김천시 양금로 168,,S20301 / 양금동,미방문,
대신건재상사,경상북도 성주군,건자재점,,경상북도 성주군 대가면 참별로 1796,,G21099 / 대가면,미방문,
대흥철물,경상북도 고령군,철물점,,경상북도 고령군 대가야읍 시장3길 22,,G21001 / 대가야읍,미방문,
서울종합농자재,경상북도 봉화군,농자재점,,경상북도 봉화군 춘양면 의양로3길 7,,G21001 / 춘양면,미방문,
덕성건재사,경상북도 구미시,건자재점,,경상북도 구미시 선산읍 선산중앙로 121-2,,G21099 / 선산읍,미방문,
명호철물,경상북도 봉화군,철물점,,경상북도 봉화군 명호면 청량로 1119,,G21001 / 명호면,미방문,
현대건재상사,경상북도 상주시,건자재점,,경상북도 상주시 공성면 옥산3길 16,,G21099 / 공성면,미방문,
재산농기구,경상북도 봉화군,농자재점,,경상북도 봉화군 재산면 재산로 538-1,,S20699 / 재산면,미방문,
자호건재,경상북도 영천시,건자재점,,경상북도 영천시 호국로 232,,G21099 / 동부동,미방문,
동신중기공업사,경상북도 경주시,공구점,,경상북도 경주시 외동읍 모화북3길 44-1,,G20202 / 외동읍,미방문,
동성공업사,경상북도 울진군,공구점,,경상북도 울진군 평해읍 동해대로 720-8,,S20301 / 평해읍,미방문,
모동건재;철물;전기,경상북도 상주시,건자재점,,경상북도 상주시 모동면 용호1길 2,,G21001 / 모동면,미방문,
덕일보링정비공업사,경상북도 경산시,공구점,,경상북도 경산시 압량읍 가일길8길 1,,S20301 / 압량읍,미방문,
민영농자재,경상북도 고령군,농자재점,,경상북도 고령군 쌍림면 안림3길 4,,G21001 / 쌍림면,미방문,
남강당건재한약방,광주광역시 동구,건자재점,,광주광역시 동구 제봉로98번길 11-22,,G20508 / 충장동,미방문,
상무철물,광주광역시 서구,철물점,,광주광역시 서구 쌍촌로 33-1,,G21001 / 상무2동,미방문,
유성종합철물상사,광주광역시 남구,철물점,,광주광역시 남구 대남대로 358-1,,G21001 / 월산4동,미방문,
동화전기철물,광주광역시 서구,철물점,,광주광역시 서구 유덕로 12,,G21001 / 유덕동,미방문,
경전카공업사,광주광역시 북구,공구점,,광주광역시 북구 무등로262번길 17,,S20301 / 중흥1동,미방문,
햇빛1급공업사,광주광역시 광산구,공구점,,광주광역시 광산구 첨단과기로 93-29,,S20301 / 첨단1동,미방문,
천은당건재한약,광주광역시 동구,건자재점,,광주광역시 동구 무등로 454,,G20508 / 산수1동,미방문,
화순철물,광주광역시 남구,철물점,,광주광역시 남구 금화로422번길 28,,G21001 / 월산5동,미방문,
삼양공업사,광주광역시 남구,공구점,,광주광역시 남구 송암로24번가길 10,,S20301 / 송암동,미방문,
성원철물,광주광역시 남구,철물점,,광주광역시 남구 새동네길 31-3,,G21099 / 대촌동,미방문,
보광철물,광주광역시 서구,철물점,,광주광역시 서구 천변좌로 310,,G21001 / 양동,미방문,
열린공구철물,광주광역시 북구,철물점,,광주광역시 북구 첨단연신로 25,,G21001 / 양산동,미방문,
진흥건재상회,광주광역시 북구,건자재점,,광주광역시 북구 서암대로 255,,G21003 / 중흥동,미방문,
